,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
48,Synthetic_60_50,Original,Train,0,Test,10,Baseline,Mean,Fit,1.0,2.6168207644729584e-18
49,Synthetic_60_50,Original,Train,0,Test,10,Baseline,Mean,Impute,0.6666666666666667,0.35157535490901254
50,Synthetic_60_50,Original,Train,0,Test,10,Baseline,Mean,Overall,0.9666666666666667,0.035157535490901254
51,Synthetic_60_50,Original,Train,20,Train,20,Baseline,Mean,Fit,1.0,2.6573940485783936e-18
52,Synthetic_60_50,Original,Train,20,Train,20,Baseline,Mean,Impute,0.6520833333333333,0.3448042508962738
53,Synthetic_60_50,Original,Train,20,Train,20,Baseline,Mean,Overall,0.9304166666666667,0.06896085017925477
54,Synthetic_60_50,Original,Train,20,Test,20,Baseline,Mean,Fit,1.0,2.997944808332385e-18
55,Synthetic_60_50,Original,Train,20,Test,20,Baseline,Mean,Impute,0.65,0.36361898803558584
56,Synthetic_60_50,Original,Train,20,Test,20,Baseline,Mean,Overall,0.93,0.07272379760711717
57,Synthetic_60_50,Original,Train,30,Train,30,Baseline,Mean,Fit,1.0,2.5696669785706157e-18
58,Synthetic_60_50,Original,Train,30,Train,30,Baseline,Mean,Impute,0.6569444444444444,0.34857083794062044
59,Synthetic_60_50,Original,Train,30,Train,30,Baseline,Mean,Overall,0.8970833333333332,0.10457125138218613
60,Synthetic_60_50,Original,Train,30,Test,30,Baseline,Mean,Fit,1.0,3.634057891876858e-18
61,Synthetic_60_50,Original,Train,30,Test,30,Baseline,Mean,Impute,0.6488888888888888,0.35553363859261705
62,Synthetic_60_50,Original,Train,30,Test,30,Baseline,Mean,Overall,0.8946666666666666,0.10666009157778511
63,Synthetic_60_50,Original,Train,40,Train,40,Baseline,Mean,Fit,1.0,2.3587703612515316e-18
64,Synthetic_60_50,Original,Train,40,Train,40,Baseline,Mean,Impute,0.6504166666666666,0.34661783036218075
65,Synthetic_60_50,Original,Train,40,Train,40,Baseline,Mean,Overall,0.8601666666666666,0.13864713214487231
66,Synthetic_60_50,Original,Train,40,Test,40,Baseline,Mean,Fit,1.0,2.6168207644729584e-18
67,Synthetic_60_50,Original,Train,40,Test,40,Baseline,Mean,Impute,0.6258333333333334,0.35512037183060197
68,Synthetic_60_50,Original,Train,40,Test,40,Baseline,Mean,Overall,0.8503333333333334,0.14204814873224078
69,Synthetic_60_50,Original,Train,80,Train,80,Baseline,Mean,Fit,1.0,5.551115123125783e-18
70,Synthetic_60_50,Original,Train,80,Train,80,Baseline,Mean,Impute,0.6367708333333333,0.34972996201366335
71,Synthetic_60_50,Original,Train,80,Train,80,Baseline,Mean,Overall,0.7094166666666666,0.2797839696109307
72,Synthetic_60_50,Original,Train,80,Test,80,Baseline,Mean,Fit,1.0,4.532466518368395e-18
73,Synthetic_60_50,Original,Train,80,Test,80,Baseline,Mean,Impute,0.6308333333333334,0.35984299566934025
74,Synthetic_60_50,Original,Train,80,Test,80,Baseline,Mean,Overall,0.7046666666666667,0.2878743965354722
75,Synthetic_60_50,Original,Train,90,Train,90,Baseline,Mean,Fit,1.0,9.61481343191782e-18
76,Synthetic_60_50,Original,Train,90,Train,90,Baseline,Mean,Impute,0.6439814814814815,0.3543411776162502
77,Synthetic_60_50,Original,Train,90,Train,90,Baseline,Mean,Overall,0.6795833333333333,0.3189070598546252
78,Synthetic_60_50,Original,Train,90,Test,90,Baseline,Mean,Fit,1.0,6.409875621278547e-18
79,Synthetic_60_50,Original,Train,90,Test,90,Baseline,Mean,Impute,0.6459259259259259,0.35965119311885263
80,Synthetic_60_50,Original,Train,90,Test,90,Baseline,Mean,Overall,0.6813333333333333,0.3236860738069674
81,Synthetic_60_50,Original,Train,50,Train,50,Baseline,Mean,Fit,1.0,5.117875266520903e-18
82,Synthetic_60_50,Original,Train,50,Train,50,Baseline,Mean,Impute,0.6476666666666666,0.34848839598365344
83,Synthetic_60_50,Original,Train,50,Train,50,Baseline,Mean,Overall,0.8238333333333333,0.17424419799182672
84,Synthetic_60_50,Original,Train,50,Test,50,Baseline,Mean,Fit,1.0,6.080941944488118e-18
85,Synthetic_60_50,Original,Train,50,Test,50,Baseline,Mean,Impute,0.6513333333333333,0.3558205158294513
86,Synthetic_60_50,Original,Train,50,Test,50,Baseline,Mean,Overall,0.8256666666666667,0.17791025791472564
0,Synthetic_60_50,Binary,Train,60,Train,60,Baseline,Mean,Fit,1.0,0.0
1,Synthetic_60_50,Binary,Train,60,Train,60,Baseline,Mean,Impute,0.6588888888888889,0.45831432133524114
2,Synthetic_60_50,Binary,Train,60,Train,60,Baseline,Mean,Overall,0.7953333333333333,0.2749885928011447
3,Synthetic_60_50,Binary,Train,60,Test,60,Baseline,Mean,Fit,1.0,0.0
4,Synthetic_60_50,Binary,Train,60,Test,60,Baseline,Mean,Impute,0.6494444444444445,0.46311245651689026
